City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current
29,Port Elizabeth,-33.918,25.5701,64.4,94,40,5.75,ZA,2021-04-10 18:03:16,scattered clouds
30,Woodend,-43.3167,172.6667,60.01,55,66,4.61,NZ,2021-04-10 18:04:47,broken clouds
31,Lasa,46.6166,10.7002,55.4,87,75,6.91,IT,2021-04-10 18:04:47,broken clouds
32,Saskylakh,71.9167,114.0833,-5.4,88,14,10.09,RU,2021-04-10 18:02:40,few clouds
33,Ushuaia,-54.8,-68.3,53.6,54,40,12.66,AR,2021-04-10 18:03:19,scattered clouds
34,Ribeira Grande,38.5167,-28.7,62.6,94,75,12.66,PT,2021-04-10 18:02:26,broken clouds
35,Lashio,22.9333,97.75,68.81,50,8,1.48,MM,2021-04-10 18:04:47,clear sky
36,Birobidzhan,48.8,132.95,44.65,54,95,6.4,RU,2021-04-10 18:04:48,overcast clouds
37,Port Alfred,-33.5906,26.891,68.77,91,95,5.75,ZA,2021-04-10 18:04:48,overcast clouds
38,Wadi Musa,30.3222,35.4793,41.65,67,1,18.79,JO,2021-04-10 18:04:48,clear sky
39,Thompson,55.7435,-97.8558,33.8,69,75,3.44,CA,2021-04-10 17:59:55,broken clouds
40,Drummondville,45.8834,-72.4824,69.01,51,70,6.91,CA,2021-04-10 18:00:07,broken clouds
41,Lebu,-37.6167,-73.65,57.63,68,5,13.15,CL,2021-04-10 18:04:49,clear sky
42,Wainwright,52.839,-110.8572,48.2,37,37,3.44,CA,2021-04-10 18:00:11,scattered clouds
43,Grand Gaube,-20.0064,57.6608,80.01,75,99,5.01,MU,2021-04-10 18:04:49,light rain
44,Paragominas,-2.9667,-47.4833,84.38,71,45,2.77,BR,2021-04-10 18:04:50,scattered clouds
45,Axim,4.8699,-2.2405,82.47,79,92,11.34,GH,2021-04-10 18:04:50,overcast clouds
46,Clyde River,70.4692,-68.5914,32.0,69,1,9.22,CA,2021-04-10 18:04:50,clear sky
47,Saint-Philippe,-21.3585,55.7679,80.6,65,90,3.44,RE,2021-04-10 18:02:22,light rain
48,Palmer,42.1584,-72.3287,73.4,46,20,8.05,US,2021-04-10 18:04:50,few clouds
49,Leningradskiy,69.3833,178.4167,-16.6,99,100,2.26,RU,2021-04-10 18:01:33,overcast clouds
50,Half Moon Bay,37.4636,-122.4286,61.0,71,1,10.36,US,2021-04-10 18:04:51,haze
51,Muros,42.7762,-9.0603,59.0,80,99,6.15,ES,2021-04-10 18:04:52,overcast clouds
52,Puerto Ayora,-0.7393,-90.3518,81.0,83,75,8.05,EC,2021-04-10 18:04:52,light intensity drizzle
53,Rock Sound,24.9,-76.2,75.54,64,78,16.84,BS,2021-04-10 18:04:53,broken clouds
54,Torbay,47.6666,-52.7314,32.0,93,90,19.57,CA,2021-04-10 18:04:53,light rain
55,East London,-33.0153,27.9116,68.0,94,0,2.3,ZA,2021-04-10 18:01:33,clear sky
56,Rikitea,-23.1203,-134.9692,78.75,71,2,9.51,PF,2021-04-10 18:04:53,clear sky
57,Tasiilaq,65.6145,-37.6368,33.8,60,75,2.3,GL,2021-04-10 18:02:14,broken clouds
58,Arraial Do Cabo,-22.9661,-42.0278,84.2,51,0,18.41,BR,2021-04-10 18:04:54,clear sky
59,Kodiak,57.79,-152.4072,30.2,69,90,4.18,US,2021-04-10 18:04:54,overcast clouds
60,Barrow,71.2906,-156.7887,-16.6,69,75,6.91,US,2021-04-10 18:00:02,broken clouds
61,Bara,10.3744,10.7288,93.25,8,88,7.52,NG,2021-04-10 18:04:54,overcast clouds
62,Hami,42.8,93.45,56.91,33,51,7.31,CN,2021-04-10 18:04:55,broken clouds
63,Nchelenge,-9.3451,28.734,67.03,91,100,5.03,ZM,2021-04-10 18:04:55,light rain
64,Dikson,73.5069,80.5464,18.88,94,56,13.56,RU,2021-04-10 18:04:55,broken clouds
65,Vestmannaeyjar,63.4427,-20.2734,35.6,64,75,9.22,IS,2021-04-10 18:04:55,broken clouds
66,Rocha,-34.4833,-54.3333,66.7,99,100,1.5,UY,2021-04-10 18:04:56,moderate rain
67,Hilo,19.7297,-155.09,66.99,77,90,6.91,US,2021-04-10 18:01:59,overcast clouds
68,Hithadhoo,-0.6,73.0833,83.77,67,84,11.88,MV,2021-04-10 18:04:35,broken clouds
69,Olinda,-8.0089,-34.8553,78.8,83,75,6.91,BR,2021-04-10 18:04:56,light rain
70,Saint Anthony,45.0205,-93.218,48.99,66,90,10.36,US,2021-04-10 18:04:57,overcast clouds
71,Avarua,-21.2078,-159.775,77.0,100,40,2.3,CK,2021-04-10 18:04:57,scattered clouds
72,Cherskiy,68.75,161.3,-25.56,94,98,2.01,RU,2021-04-10 18:04:57,overcast clouds
73,Fram,-26.9833,-55.8833,91.4,43,0,11.5,PY,2021-04-10 18:04:57,clear sky
74,Faanui,-16.4833,-151.75,81.9,75,97,10.54,PF,2021-04-10 18:02:09,overcast clouds
75,Katsuura,35.1333,140.3,50.0,66,20,10.36,JP,2021-04-10 18:01:55,few clouds
76,Chicama,-7.8447,-79.1469,69.8,78,94,11.5,PE,2021-04-10 18:04:58,fog
77,Vila Velha,-20.3297,-40.2925,81.0,54,0,9.22,BR,2021-04-10 18:02:04,clear sky
78,Castro,-24.7911,-50.0119,78.4,38,2,2.08,BR,2021-04-10 18:03:11,clear sky
79,Northam,51.0333,-4.2167,48.99,71,37,7.0,GB,2021-04-10 18:04:58,scattered clouds
80,Havre,49.5833,0.3333,43.0,93,90,10.36,FR,2021-04-10 18:04:59,light intensity drizzle
81,Matamoros,25.5333,-103.25,87.8,6,1,5.77,MX,2021-04-10 18:04:16,clear sky
82,Mahebourg,-20.4081,57.7,78.8,78,40,11.5,MU,2021-04-10 18:04:59,scattered clouds
83,Ancud,-41.8697,-73.8203,57.99,82,75,10.36,CL,2021-04-10 18:04:59,broken clouds
84,Ipora,-16.4419,-51.1178,84.43,45,0,4.68,BR,2021-04-10 18:02:06,clear sky
85,San Patricio,28.017,-97.5169,82.4,42,40,14.97,US,2021-04-10 18:02:16,scattered clouds
86,Hobart,-42.8794,147.3294,44.6,70,75,8.05,AU,2021-04-10 18:01:59,light rain
87,Shadegan,30.6497,48.6647,80.6,29,75,13.8,IR,2021-04-10 18:05:00,broken clouds
88,Sangar,63.9242,127.4739,9.14,91,100,1.39,RU,2021-04-10 18:05:00,overcast clouds
89,Kefamenanu,-9.4467,124.4781,67.42,85,69,2.8,ID,2021-04-10 18:05:00,broken clouds
90,Hasaki,35.7333,140.8333,41.0,87,20,6.91,JP,2021-04-10 18:05:01,few clouds
91,Nikolskoye,59.7035,30.7861,37.0,86,75,2.24,RU,2021-04-10 18:05:01,broken clouds
92,La Ronge,55.1001,-105.2842,35.6,60,100,10.36,CA,2021-04-10 18:03:07,overcast clouds
93,Puerto Baquerizo Moreno,-0.9,-89.6,80.6,89,75,12.66,EC,2021-04-10 18:05:02,broken clouds
94,Akyab,20.15,92.9,78.93,82,2,9.35,MM,2021-04-10 18:05:02,clear sky
95,La Asuncion,11.0333,-63.8628,84.2,65,100,13.8,VE,2021-04-10 18:05:02,overcast clouds
96,Los Llanos De Aridane,28.6585,-17.9182,69.8,68,20,4.61,ES,2021-04-10 18:05:03,few clouds
97,Te Anau,-45.4167,167.7167,53.65,95,95,3.22,NZ,2021-04-10 18:05:03,light rain
98,Lompoc,34.6391,-120.4579,57.2,62,94,16.11,US,2021-04-10 18:05:03,overcast clouds
99,Shu,43.5983,73.7614,55.65,45,4,4.32,KZ,2021-04-10 18:05:04,clear sky
100,Vieste,41.8825,16.175,57.2,72,0,10.36,IT,2021-04-10 18:05:04,clear sky
101,Chegdomyn,51.1167,133.0167,43.23,65,100,10.69,RU,2021-04-10 18:05:04,light rain
102,Kavieng,-2.5744,150.7967,78.51,86,100,13.4,PG,2021-04-10 18:03:11,light rain
103,Envira,-7.3,-70.2167,81.57,82,100,0.81,BR,2021-04-10 18:05:04,overcast clouds
104,Murray Bridge,-35.1167,139.2667,55.0,81,100,17.29,AU,2021-04-10 18:00:10,overcast clouds
105,San Quintin,30.4833,-115.95,64.4,69,41,11.9,MX,2021-04-10 18:03:36,scattered clouds
106,Puerto Palomas,31.7667,-107.6167,73.4,6,1,8.68,MX,2021-04-10 18:05:05,clear sky
107,Georgetown,5.4112,100.3354,80.01,89,40,2.48,MY,2021-04-10 18:05:05,scattered clouds
108,Zhigansk,66.7697,123.3711,-2.83,86,8,14.65,RU,2021-04-10 18:05:06,clear sky
109,Ponta Do Sol,32.6667,-17.1,66.99,67,53,7.0,PT,2021-04-10 18:05:06,broken clouds
110,Warri,5.5167,5.75,82.08,76,100,9.06,NG,2021-04-10 18:05:06,overcast clouds
111,Danilovka,50.3557,44.1168,42.62,93,82,12.39,RU,2021-04-10 18:05:06,broken clouds
112,Koumac,-20.5667,164.2833,76.37,90,100,5.53,NC,2021-04-10 18:05:07,overcast clouds
113,East Hemet,33.74,-116.9389,75.99,41,54,5.01,US,2021-04-10 18:05:07,broken clouds
114,Kapaa,22.0752,-159.319,68.0,83,90,6.91,US,2021-04-10 18:05:07,light rain
115,Ewa Beach,21.3156,-158.0072,71.6,60,1,6.91,US,2021-04-10 18:05:08,clear sky
116,Kelo,9.3086,15.8066,97.72,21,61,6.64,TD,2021-04-10 18:05:08,broken clouds
117,Eureka,40.8021,-124.1637,57.0,65,55,7.0,US,2021-04-10 18:05:08,broken clouds
118,Lukulu,-14.3707,23.242,70.2,54,23,5.19,ZM,2021-04-10 18:05:09,few clouds
119,Darhan,49.4867,105.9228,33.04,46,100,18.7,MN,2021-04-10 18:05:09,overcast clouds
120,Bredasdorp,-34.5322,20.0403,62.6,88,100,4.61,ZA,2021-04-10 18:05:09,overcast clouds
121,Kruisfontein,-34.0033,24.7314,61.0,95,97,1.01,ZA,2021-04-10 18:05:09,overcast clouds
122,Grindavik,63.8424,-22.4338,33.8,86,90,13.8,IS,2021-04-10 18:05:10,overcast clouds
123,Saldanha,-33.0117,17.9442,66.2,77,99,9.22,ZA,2021-04-10 18:03:24,overcast clouds
124,Olafsvik,64.8945,-23.7142,38.41,92,100,12.71,IS,2021-04-10 18:01:10,overcast clouds
125,Atuona,-9.8,-139.0333,80.55,75,77,18.63,PF,2021-04-10 18:00:55,broken clouds
126,Mataura,-46.1927,168.8643,57.0,93,96,3.0,NZ,2021-04-10 18:02:26,light rain
127,Gamboma,-1.8764,15.8644,78.01,77,97,6.38,CG,2021-04-10 18:05:10,light rain
128,Plettenberg Bay,-34.0527,23.3716,62.17,90,100,3.27,ZA,2021-04-10 18:03:50,overcast clouds
129,Quimper,48.0,-4.1,50.0,71,75,8.05,FR,2021-04-10 18:05:11,broken clouds
130,Lexington,37.9887,-84.4777,61.0,88,90,11.5,US,2021-04-10 18:01:27,mist
131,Mount Gambier,-37.8333,140.7667,50.0,76,40,17.27,AU,2021-04-10 18:05:11,scattered clouds
132,Corinto,37.9407,22.9573,50.0,42,45,1.99,GR,2021-04-10 18:05:11,scattered clouds
133,Shache,38.4167,77.2406,57.31,25,4,1.79,CN,2021-04-10 18:05:12,clear sky
134,Isangel,-19.55,169.2667,77.18,91,100,15.7,VU,2021-04-10 18:05:12,overcast clouds
135,Wisconsin Rapids,44.3836,-89.8174,51.8,66,90,5.75,US,2021-04-10 18:05:12,overcast clouds
136,Pemangkat,1.1667,108.9667,78.69,83,78,3.74,ID,2021-04-10 18:05:13,broken clouds
137,Khandyga,62.6667,135.6,16.54,79,100,9.82,RU,2021-04-10 18:02:26,overcast clouds
138,Bethel,41.3712,-73.414,70.0,56,90,12.66,US,2021-04-10 18:01:02,overcast clouds
139,Dong Hoi,17.4833,106.6,75.38,91,24,5.59,VN,2021-04-10 18:05:13,few clouds
140,Norman Wells,65.282,-126.8329,-9.4,64,90,10.36,CA,2021-04-10 18:05:14,light snow
141,Longyearbyen,78.2186,15.6401,24.8,63,75,23.02,SJ,2021-04-10 18:02:30,broken clouds
142,Severo-Kurilsk,50.6789,156.125,28.99,84,100,18.21,RU,2021-04-10 18:05:14,overcast clouds
143,Florida,28.7505,-82.5001,89.01,54,1,9.22,US,2021-04-10 18:05:15,clear sky
144,Provideniya,64.3833,-173.3,-1.66,87,100,22.01,RU,2021-04-10 18:03:44,overcast clouds
145,Uray,60.1247,64.7758,34.07,99,100,3.53,RU,2021-04-10 18:05:15,overcast clouds
146,Siavonga,-16.5382,28.7088,75.22,60,17,3.0,ZM,2021-04-10 18:05:15,few clouds
147,Thinadhoo,0.5333,72.9333,83.59,70,93,12.19,MV,2021-04-10 18:01:46,overcast clouds
148,Hamilton,39.1834,-84.5333,64.4,77,90,9.22,US,2021-04-10 18:01:32,moderate rain
149,Rincon,32.296,-81.2354,77.0,53,75,20.71,US,2021-04-10 18:04:02,broken clouds
150,Xichang,27.8964,102.2634,54.43,78,5,3.38,CN,2021-04-10 18:05:16,clear sky
151,Bandarbeyla,9.4942,50.8122,79.93,70,23,10.92,SO,2021-04-10 18:05:16,few clouds
152,Mulchen,-37.7167,-72.2333,66.2,45,40,8.05,CL,2021-04-10 18:05:17,scattered clouds
153,Vao,-22.6667,167.4833,78.53,88,100,36.82,NC,2021-04-10 18:02:20,heavy intensity rain
154,Victoria,22.2855,114.1577,71.01,79,15,1.01,HK,2021-04-10 18:05:17,few clouds
155,Maragogi,-9.0122,-35.2225,80.4,81,99,10.71,BR,2021-04-10 18:05:17,overcast clouds
156,Aasiaat,68.7098,-52.8699,22.66,79,100,2.3,GL,2021-04-10 18:05:18,overcast clouds
157,Airai,-8.9266,125.4092,57.58,78,33,1.34,TL,2021-04-10 18:05:18,scattered clouds
158,Dukat,62.55,155.55,-10.62,99,100,5.39,RU,2021-04-10 18:05:18,overcast clouds
159,Butaritari,3.0707,172.7902,81.23,79,100,11.16,KI,2021-04-10 18:05:18,light rain
160,Sena Madureira,-9.0656,-68.6569,76.37,88,100,4.88,BR,2021-04-10 18:05:19,overcast clouds
161,Atambua,-9.1061,124.8925,71.38,82,56,2.66,ID,2021-04-10 18:05:19,broken clouds
162,Bambous Virieux,-20.3428,57.7575,80.01,78,40,11.5,MU,2021-04-10 18:05:19,scattered clouds
163,Chuy,-33.6971,-53.4616,67.64,96,100,9.26,UY,2021-04-10 18:02:42,moderate rain
164,Atar,20.5169,-13.0499,97.07,10,0,11.45,MR,2021-04-10 18:05:20,clear sky
165,Boksitogorsk,59.474,33.8485,35.01,88,99,57.0,RU,2021-04-10 18:05:20,snow
166,Bratsk,56.1325,101.6142,17.6,49,13,2.24,RU,2021-04-10 18:05:20,few clouds
167,Dalvik,65.9702,-18.5286,35.6,38,0,6.91,IS,2021-04-10 18:05:21,clear sky
168,Vostok,46.4856,135.8833,27.55,70,3,5.93,RU,2021-04-10 18:05:22,clear sky
169,Tautira,-17.7333,-149.15,80.6,69,75,2.3,PF,2021-04-10 18:02:51,light rain
170,Husavik,66.0449,-17.3389,35.6,38,0,6.91,IS,2021-04-10 18:04:32,clear sky
171,Burnie,-41.0667,145.9167,42.01,85,48,13.0,AU,2021-04-10 18:05:22,light rain
172,Talnakh,69.4865,88.3972,31.75,99,100,5.57,RU,2021-04-10 18:05:22,snow
173,Hailar,49.2,119.7,35.6,34,37,4.88,CN,2021-04-10 18:04:14,scattered clouds
174,Chyhyryn,49.0838,32.6555,44.82,39,2,4.18,UA,2021-04-10 18:05:23,clear sky
175,Komsomolskiy,40.4272,71.7189,55.4,50,0,4.61,UZ,2021-04-10 18:01:20,clear sky
176,Najran,17.4924,44.1277,84.2,13,40,11.5,SA,2021-04-10 18:05:23,scattered clouds
177,New Norfolk,-42.7826,147.0587,44.01,77,98,1.01,AU,2021-04-10 18:02:41,light rain
178,Sao Felix Do Xingu,-6.6447,-51.995,87.51,57,100,4.83,BR,2021-04-10 18:05:23,overcast clouds
179,Coxim,-18.5067,-54.76,92.89,34,34,6.73,BR,2021-04-10 18:05:24,scattered clouds
180,Silifke,36.3778,33.9344,52.41,54,100,11.63,TR,2021-04-10 18:05:24,overcast clouds
181,Flin Flon,54.7682,-101.865,35.6,64,75,9.22,CA,2021-04-10 18:05:24,broken clouds
182,Chokurdakh,70.6333,147.9167,-33.03,100,85,3.53,RU,2021-04-10 18:02:07,overcast clouds
183,Great Falls,47.5002,-111.3008,51.01,31,90,34.52,US,2021-04-10 18:05:06,overcast clouds
184,Hambantota,6.1241,81.1185,80.29,72,5,2.42,LK,2021-04-10 18:05:25,clear sky
185,Vaini,-21.2,-175.2,68.0,94,20,3.44,TO,2021-04-10 18:05:25,few clouds
186,Kavaratti,10.5669,72.642,82.99,72,0,9.42,IN,2021-04-10 18:05:25,clear sky
187,Okha,53.5739,142.9478,25.79,88,11,11.3,RU,2021-04-10 18:05:26,few clouds
188,Mormugao,15.4,73.8,84.2,74,40,5.75,IN,2021-04-10 18:05:26,scattered clouds
189,Rosita,13.9268,-84.4032,90.66,50,93,5.46,NI,2021-04-10 18:05:26,overcast clouds
190,Jamestown,42.097,-79.2353,73.4,35,1,12.66,US,2021-04-10 18:02:26,clear sky
191,Smithers,54.7804,-127.1743,32.0,55,40,6.91,CA,2021-04-10 18:05:27,scattered clouds
192,Namatanai,-3.6667,152.4333,78.37,86,100,8.52,PG,2021-04-10 18:03:00,light rain
193,Lerwick,60.1545,-1.1494,35.6,75,87,8.05,GB,2021-04-10 18:05:27,overcast clouds
194,Harper,4.375,-7.7169,82.35,77,100,10.67,LR,2021-04-10 18:02:24,overcast clouds
195,Tutoia,-2.7619,-42.2744,89.6,62,40,11.5,BR,2021-04-10 18:05:27,scattered clouds
196,Sao Joao Da Barra,-21.6403,-41.0511,86.0,48,20,11.5,BR,2021-04-10 18:05:28,few clouds
197,Itarema,-2.9248,-39.9167,85.14,68,64,16.91,BR,2021-04-10 18:03:35,broken clouds
198,Westport,41.1415,-73.3579,66.99,67,20,9.22,US,2021-04-10 18:02:13,few clouds
199,Guiratinga,-16.3494,-53.7583,88.14,43,12,6.55,BR,2021-04-10 18:05:28,few clouds
200,Mwinilunga,-11.7358,24.4293,62.06,89,96,4.27,ZM,2021-04-10 18:05:29,overcast clouds
201,El Retorno,2.3302,-72.6276,77.92,89,97,2.17,CO,2021-04-10 18:05:29,overcast clouds
202,Lakatoro,-16.0999,167.4164,78.01,86,100,6.38,VU,2021-04-10 18:05:29,overcast clouds
203,Kirs,59.3388,52.2447,35.2,97,100,5.84,RU,2021-04-10 18:05:30,snow
204,Souillac,-20.5167,57.5167,78.8,78,40,11.5,MU,2021-04-10 18:02:39,scattered clouds
205,Qaanaaq,77.484,-69.3632,20.82,86,100,8.79,GL,2021-04-10 18:05:30,light snow
206,Yuzhno-Kurilsk,44.0306,145.8556,31.8,87,5,5.19,RU,2021-04-10 18:05:30,clear sky
207,Hofn,64.2539,-15.2082,33.42,41,2,4.7,IS,2021-04-10 18:05:31,clear sky
208,Abha,18.2164,42.5053,69.8,48,20,6.91,SA,2021-04-10 18:02:57,few clouds
209,Ponnani,10.767,75.9252,84.2,74,40,5.21,IN,2021-04-10 18:05:31,haze
210,Saint-Pierre,-21.3393,55.4781,80.6,65,90,3.44,RE,2021-04-10 18:02:10,light rain
211,Anloga,5.7947,0.8973,86.0,74,20,10.36,GH,2021-04-10 18:05:31,few clouds
212,Tuktoyaktuk,69.4541,-133.0374,-22.0,76,75,5.75,CA,2021-04-10 18:01:40,broken clouds
213,Balkanabat,39.5108,54.3671,78.57,17,6,21.21,TM,2021-04-10 18:05:32,clear sky
214,Namibe,-15.1961,12.1522,79.32,80,18,8.1,AO,2021-04-10 18:05:32,few clouds
215,Leshukonskoye,64.8989,45.7622,40.08,83,100,14.07,RU,2021-04-10 18:05:32,overcast clouds
216,Pitimbu,-7.4706,-34.8086,78.8,100,75,10.36,BR,2021-04-10 18:05:33,broken clouds
217,Bengkulu,-3.8004,102.2655,76.08,89,100,4.09,ID,2021-04-10 18:02:45,overcast clouds
218,Poum,-20.2333,164.0167,79.07,85,96,13.82,NC,2021-04-10 18:05:33,overcast clouds
219,Kloulklubed,7.0419,134.2556,77.0,94,75,11.12,PW,2021-04-10 18:05:33,broken clouds
220,Port Lincoln,-34.7333,135.8667,58.05,63,95,14.88,AU,2021-04-10 18:02:36,overcast clouds
221,Luganville,-15.5333,167.1667,76.46,88,100,5.39,VU,2021-04-10 18:05:34,overcast clouds
222,Xining,36.6167,101.7667,37.74,96,100,1.74,CN,2021-04-10 18:03:00,overcast clouds
223,Bar Harbor,44.3876,-68.2039,59.0,67,1,6.91,US,2021-04-10 18:05:34,clear sky
224,Belogorsk,50.9158,128.4611,35.85,72,84,12.48,RU,2021-04-10 18:05:34,broken clouds
225,Gualaquiza,-3.4,-78.55,74.57,80,59,2.39,EC,2021-04-10 18:05:35,moderate rain
226,Hermanus,-34.4187,19.2345,61.0,89,100,2.62,ZA,2021-04-10 18:00:53,overcast clouds
227,Skeldon,5.8833,-57.1333,82.49,73,97,6.46,GY,2021-04-10 18:05:35,overcast clouds
228,Cabo San Lucas,22.8909,-109.9124,77.0,69,40,10.36,MX,2021-04-10 18:01:01,scattered clouds
229,Kaitangata,-46.2817,169.8464,57.0,75,100,3.0,NZ,2021-04-10 18:05:36,overcast clouds
230,Iqaluit,63.7506,-68.5145,23.0,74,90,13.8,CA,2021-04-10 18:05:36,overcast clouds
231,Yerbogachen,61.2767,108.0108,-2.43,99,33,4.03,RU,2021-04-10 18:05:36,scattered clouds
232,Menongue,-14.6585,17.691,66.16,63,75,3.22,AO,2021-04-10 18:05:36,broken clouds
233,Buta,2.7858,24.73,72.77,90,99,4.34,CD,2021-04-10 18:05:37,light rain
234,Montepuez,-13.1256,38.9997,70.05,90,96,4.61,MZ,2021-04-10 18:05:37,overcast clouds
235,Aromashevo,56.8602,68.6375,35.26,98,100,7.43,RU,2021-04-10 18:05:37,overcast clouds
236,Ostrovnoy,68.0531,39.5131,36.14,74,85,32.57,RU,2021-04-10 18:00:37,overcast clouds
237,Broken Hill,-31.95,141.4333,51.8,66,0,9.22,AU,2021-04-10 18:02:58,clear sky
238,Mehamn,71.0357,27.8492,28.36,75,93,17.38,NO,2021-04-10 18:05:38,overcast clouds
239,Constantine,36.365,6.6147,69.8,46,75,11.5,DZ,2021-04-10 18:03:58,broken clouds
240,Kanigiri,15.4,79.5167,79.09,80,0,5.21,IN,2021-04-10 18:05:38,clear sky
241,Ahuimanu,21.4447,-157.8378,73.4,56,20,9.22,US,2021-04-10 18:05:38,few clouds
242,Buraydah,26.326,43.975,84.2,26,0,17.27,SA,2021-04-10 18:02:28,clear sky
243,Barcelos,41.5388,-8.6151,61.0,82,75,6.91,PT,2021-04-10 18:03:39,broken clouds
244,Fortuna,40.5982,-124.1573,55.0,62,20,11.5,US,2021-04-10 18:05:39,few clouds
245,Ust-Kuyga,70.0167,135.6,-27.24,99,38,3.33,RU,2021-04-10 18:05:39,scattered clouds
246,Nanchong,30.7951,106.0847,55.99,94,100,4.72,CN,2021-04-10 18:05:39,overcast clouds
247,Jining,35.405,116.5814,51.78,67,92,10.29,CN,2021-04-10 18:05:40,light rain
248,Road Town,18.4167,-64.6167,82.4,51,40,9.22,VG,2021-04-10 18:05:40,scattered clouds
249,Sitka,57.0531,-135.33,33.8,86,90,7.47,US,2021-04-10 18:03:56,snow
250,Uspenka,48.3903,39.1619,48.16,57,82,8.3,UA,2021-04-10 18:05:40,broken clouds
251,Srednekolymsk,67.45,153.6833,-13.72,97,100,6.91,RU,2021-04-10 18:02:55,overcast clouds
252,Kununurra,-15.7667,128.7333,69.8,88,69,5.75,AU,2021-04-10 18:02:25,broken clouds
253,Saint-Augustin,51.226,-58.6502,36.39,86,100,12.01,CA,2021-04-10 18:05:32,overcast clouds
254,Lorengau,-2.0226,147.2712,80.47,82,100,15.03,PG,2021-04-10 18:03:09,moderate rain
255,Saint-Francois,46.4154,3.9054,57.2,67,0,8.05,FR,2021-04-10 18:05:42,clear sky
256,Buin,-33.7333,-70.75,66.2,42,40,5.75,CL,2021-04-10 18:05:42,scattered clouds
257,Pacific Grove,36.6177,-121.9166,55.4,62,75,7.52,US,2021-04-10 18:03:25,broken clouds
258,Mao,39.8885,4.2658,59.0,88,75,5.75,ES,2021-04-10 18:05:42,broken clouds
259,Saurimo,-9.6608,20.3916,62.04,94,100,3.24,AO,2021-04-10 18:05:43,overcast clouds
260,Cockburn Town,21.4612,-71.1419,80.6,47,40,11.5,TC,2021-04-10 18:05:43,scattered clouds
261,Cayenne,4.9333,-52.3333,82.4,83,75,8.05,GF,2021-04-10 18:05:43,broken clouds
262,Sibu,2.3,111.8167,73.4,94,40,3.44,MY,2021-04-10 18:05:43,scattered clouds
263,Katherine,-14.4667,132.2667,73.4,88,74,5.57,AU,2021-04-10 18:05:44,broken clouds
264,Inuvik,68.3499,-133.7218,-14.8,64,100,3.44,CA,2021-04-10 18:05:44,overcast clouds
265,Quatre Cocos,-20.2078,57.7625,80.01,78,40,11.5,MU,2021-04-10 18:05:44,light rain
266,Mandera,3.9366,41.867,89.71,43,84,13.13,KE,2021-04-10 18:04:06,broken clouds
267,Shenjiamen,29.9576,122.298,58.86,91,100,15.52,CN,2021-04-10 18:05:45,light rain
268,Caravelas,-17.7125,-39.2481,81.73,61,26,8.21,BR,2021-04-10 18:05:45,scattered clouds
269,Tougue,11.4667,-11.6,96.8,11,30,5.48,GN,2021-04-10 18:05:13,scattered clouds
270,Vila,42.0304,-8.1588,54.0,86,100,2.59,PT,2021-04-10 18:05:45,overcast clouds
271,Narsaq,60.9167,-46.05,44.6,61,20,8.05,GL,2021-04-10 18:03:30,few clouds
272,Nanortalik,60.1432,-45.2371,37.36,89,100,8.46,GL,2021-04-10 18:05:46,overcast clouds
273,Pisco,-13.7,-76.2167,73.99,64,0,9.22,PE,2021-04-10 18:05:46,clear sky
274,Matadi,-5.8167,13.45,76.62,88,100,1.5,CD,2021-04-10 18:05:46,overcast clouds
275,Benjamin Aceval,-24.9667,-57.5667,93.2,46,40,11.5,PY,2021-04-10 18:05:47,scattered clouds
276,Vila Franca Do Campo,37.7167,-25.4333,62.6,94,75,11.5,PT,2021-04-10 18:03:02,broken clouds
277,Bambanglipuro,-7.95,110.2833,79.03,84,100,2.73,ID,2021-04-10 18:05:47,moderate rain
278,Kehychivka,49.2866,35.7615,45.48,54,62,6.82,UA,2021-04-10 18:05:47,broken clouds
279,Upernavik,72.7868,-56.1549,20.59,82,100,9.42,GL,2021-04-10 18:05:48,overcast clouds
280,Nyaunglebin,17.95,96.7333,77.4,77,18,5.28,MM,2021-04-10 18:05:48,few clouds
281,Lata,40.1629,-8.3327,62.01,88,99,2.59,PT,2021-04-10 18:04:24,overcast clouds
282,Belyy Yar,53.6039,91.3903,28.4,74,0,4.47,RU,2021-04-10 18:05:48,clear sky
283,Sal Rei,16.1833,-22.9167,75.2,69,20,19.57,CV,2021-04-10 18:05:49,few clouds
284,Silva Jardim,-22.6508,-42.3917,84.2,51,0,18.41,BR,2021-04-10 18:04:19,clear sky
285,Jalu,29.0331,21.5482,64.92,21,59,9.55,LY,2021-04-10 18:02:00,broken clouds
286,Novyy Urengoy,66.0833,76.6333,31.78,87,100,9.8,RU,2021-04-10 18:05:49,overcast clouds
287,Bay Roberts,47.5999,-53.2648,34.0,97,100,4.0,CA,2021-04-10 18:05:49,light rain
288,Port Blair,11.6667,92.75,81.95,75,41,4.83,IN,2021-04-10 18:05:50,scattered clouds
289,Esperance,-33.8667,121.9,57.2,88,78,10.36,AU,2021-04-10 18:01:03,broken clouds
290,Nacala,-14.5428,40.6728,74.1,95,96,6.33,MZ,2021-04-10 18:03:20,moderate rain
291,Santiago,-33.4569,-70.6483,73.0,55,20,4.61,CL,2021-04-10 18:02:33,few clouds
292,Karasjok,69.4719,25.5112,28.4,54,53,6.91,NO,2021-04-10 18:05:50,broken clouds
